,sentence,pos,language,switch
568,la comida .,det:art n .,ENG ENG,0
569,la comida you have here too .,L2 L2 pro:per v adv adv .,ESP ESP ENG ENG ENG ENG,1
570,ya pero nadie cocina como mis abuelas .,adv conj pro:indef v adv det:pos n .,ENG ENG ENG ENG ENG ENG ENG,0
571,nobody in this earth has been able to compare to my abuela .,pro:indef prep det:dem n aux aux adj inf v prep det:poss L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
572,especially //.,adv +//.,ENG,0
573,your mom's mom ?,det:poss adj n ?,ENG ENG ENG,0
574,my mom's mom she used to cook the best harina .,det:poss adj n pro:sub v inf v det:art adj L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
575,I don't like harina .,pro:sub mod v L2 .,ENG ENG ENG ESP,1
576,no but you would have liked hers .,co conj pro:per mod aux part pro:poss .,ENG ENG ENG ENG ENG ENG ENG,0
577,I don't like harina .,pro:sub mod v L2 .,ENG ENG ENG ESP,1
578,but you would like //.,conj pro:per mod prep +//.,ENG ENG ENG ENG,0
579,my mom makes really really really good harina .,det:poss n v adv adv adv adj L2 .,ENG ENG ENG ENG ENG ENG ENG ESP,1
580,but my mom's harina is sweet .,conj det:poss adj L2 aux co .,ENG ENG ENG ESP ENG ENG,1
581,it's not the harina like for food .,pro:per neg det:art L2 co prep n .,ENG ENG ENG ESP ENG ENG ENG,1
582,my mom's harina is awesome .,det:poss adj L2 cop adj .,ENG ENG ESP ENG ENG,1
583,you should try it .,pro:per mod v pro:per .,ENG ENG ENG ENG,0
584,but it's sweet sweet sweet sweet sweet .,conj pro:per adj n n n co .,ENG ENG ENG ENG ENG ENG ENG,0
585,eh what is not .,co pro:int cop neg .,ENG ENG ENG ENG,0
586,maybe it's not harina because it's called cream of wheat .,adv pro:per neg L2 conj pro:per part n prep n .,ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG,1
587,it's like avena .,pro:per conj L2 .,ENG ENG ESP,1
588,no it's harina .,co pro:per L2 .,ENG ENG ESP,1
589,it's not avena .,pro:per neg L2 .,ENG ENG ESP,1
590,it's harina .,pro:per L2 .,ENG ESP,1
591,it's harina but //.,pro:per L2 conj +//.,ENG ESP ENG,1
592,grits .,n .,ENG,0
593,no it's not the grits because the grits are kind of like /.,co pro:per neg det:art n conj det:art n cop n prep co +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
594,are whiter .,cop adj .,ENG ENG,0
595,yeah .,co .,ENG,0
596,this one's .,pro:dem adj .,ENG ENG,0
597,on the outside of it's a red box .,prep det:art adj prep pro:per det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
598,and it says cream of wheat .,coord pro:per v n prep n .,ENG ENG ENG ENG ENG ENG,0
599,oh my god a mosquito bit me on my scar .,co det:poss n det:art L2 v pro:obj prep det:poss n .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG,1
600,on the outside .,prep det:art adj .,ENG ENG ENG,0
601,.,None,,0
602,I can't scratch it .,pro:sub mod v pro:per .,ENG ENG ENG ENG,0
603,no don't scratch it .,co mod v pro:per .,ENG ENG ENG ENG,0
604,dónde va esto ?,pro:int v pro:dem ?,ENG ENG ENG,0
605,it's called cream of wheat .,pro:per part n prep n .,ENG ENG ENG ENG ENG,0
606,but it's sweet .,conj pro:per co .,ENG ENG ENG,0
607,because well my mommy is like that .,conj co det:poss n cop co pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
608,my mom doesn't put /.,det:poss n mod v +/.,ENG ENG ENG ENG,0
609,got it .,v pro:per .,ENG ENG,0
610,ya lo maté .,adv pro:obj v .,ENG ENG ENG,0
611,my mom .,det:poss n .,ENG ENG,0
612,.,None,,0
613,my mom doesn't put salt in it .,det:poss n mod v n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
614,she does it with sweet .,pro:sub mod pro:per prep co .,ENG ENG ENG ENG ENG,0
615,she does it with milk .,pro:sub mod pro:per prep n .,ENG ENG ENG ENG ENG,0
616,milk azúcar y ya .,n L2 L2 L2 .,ENG ESP ESP ESP,1
617,and that's it .,coord pro:dem pro:per .,ENG ENG ENG,0
618,azúcar y mhm .,L2 L2 co .,ESP ESP ENG,1
619,you can have //.,pro:per mod v +//.,ENG ENG ENG,0
620,you can put milk azúcar .,pro:per mod v n L2 .,ENG ENG ENG ENG ESP,1
621,and drink it .,coord v pro:per .,ENG ENG ENG,0
622,it's the same thing .,pro:per det:art adj n .,ENG ENG ENG ENG,0
623,well it's not a drink .,co pro:per neg det:art n .,ENG ENG ENG ENG ENG,0
624,it's kind of like a maizena .,pro:per n prep co det:art L2 .,ENG ENG ENG ENG ENG ESP,1
625,but .,conj .,ENG,0
626,well you tried maizena right ?,co pro:per v L2 co ?,ENG ENG ENG ESP ENG,1
627,yeah with a spoon .,co prep det:art n .,ENG ENG ENG ENG,0
628,with a spoon yeah .,prep det:art n co .,ENG ENG ENG ENG,0
629,yeah .,co .,ENG,0
630,I'm the same drink because I swap the milk .,pro:sub det:art adj n conj pro:sub v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
631,why ?,pro:rel ?,ENG,0
632,because I like to slurp the milk .,conj pro:sub v inf v det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
633,no .,co .,ENG,0
634,and ...,coord +...,ENG,0
635,the maizena thing is really good too .,det:art L2 n cop adv adj adv .,ENG ESP ENG ENG ENG ENG ENG,1
636,I remember I introduced Emilio to the maizena .,pro:sub v pro:sub v L2 prep det:art L2 .,ENG ENG ENG ENG ESP ENG ENG ESP,1
637,I was at his house one day ...,pro:sub cop prep det:poss n pro:indef n +...,ENG ENG ENG ENG ENG ENG ENG,0
638,and there was maizena at his house .,coord adv cop L2 prep det:poss n .,ENG ENG ENG ESP ENG ENG ENG,1
639,there was maizena at his house .,pro:exist cop L2 prep det:poss n .,ENG ENG ESP ENG ENG ENG,1
640,that was when I was always there .,pro:dem cop conj pro:sub cop adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
641,there was maizena at his house .,pro:exist cop L2 prep det:poss n .,ENG ENG ESP ENG ENG ENG,1
642,and we were having lunch .,coord pro:sub aux part n .,ENG ENG ENG ENG ENG,0
643,and I go to him //.,coord pro:sub v prep pro:obj +//.,ENG ENG ENG ENG ENG,0
644,we didn't know what to eat .,pro:sub mod v pro:int inf v .,ENG ENG ENG ENG ENG ENG,0
645,no mentira it was dinner .,L2 L2 pro:per cop n .,ESP ESP ENG ENG ENG,1
646,Iria I don't think she cooked that day .,n:prop pro:sub mod v pro:sub v comp n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
647,so then ...,adv adv:tem +...,ENG ENG,0
648,she cooked .,pro:sub v .,ENG ENG,0
649,and you guys had /.,coord pro:per n v +/.,ENG ENG ENG ENG,0
650,no she didn't cook that day .,co pro:sub mod v det:dem n .,ENG ENG ENG ENG ENG ENG,0
651,oh that's why .,co pro:rel pro:rel .,ENG ENG ENG,0
652,she didn't cook that day .,pro:sub mod v det:dem n .,ENG ENG ENG ENG ENG,0
653,so then we were hungry .,adv adv:tem pro:sub cop adj .,ENG ENG ENG ENG ENG,0
654,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
655,do you wanna try something ?,mod pro:per v v pro:indef ?,ENG ENG ENG ENG ENG,0
656,"and said "".","coord v +"".",ENG ENG,0
657,what ?,pro:int ?,ENG,0
658,"and I was like "".","coord pro:sub cop prep +"".",ENG ENG ENG ENG,0
659,it's maizena .,pro:per L2 .,ENG ESP,1
660,it's actually pretty good .,pro:per adv adv adj .,ENG ENG ENG ENG,0
661,"and he goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
662,okay whatever just go for it .,co pro:int adv v prep pro:per .,ENG ENG ENG ENG ENG ENG,0
663,make it .,v pro:per .,ENG ENG,0
664,he loved it .,pro:sub v pro:per .,ENG ENG ENG,0
665,he loved it .,pro:sub v pro:per .,ENG ENG ENG,0
666,and he would ask me for it later on .,coord pro:sub mod v pro:obj prep pro:per adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
667,and the ...,coord det:art +...,ENG ENG,0
668,do you wanna make it .,mod pro:per v v pro:per .,ENG ENG ENG ENG ENG,0
669,because the thing is I make it sweet .,conj det:art n cop pro:sub v pro:per co .,ENG ENG ENG ENG ENG ENG ENG ENG,0
670,did you ever try my maizena ?,v pro:per adv v det:poss L2 ?,ENG ENG ENG ENG ENG ESP,1
671,no I haven't tried it .,co pro:sub aux part pro:per .,ENG ENG ENG ENG ENG,0
672,oh it's really good but I learnt from my mom .,co pro:per adv adj conj pro:sub v prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
673,doesn't like my harina .,mod prep det:poss L2 .,ENG ENG ENG ESP,1
674,is your harina anything like your mom's harina ?,cop det:poss L2 pro:indef prep det:poss adj L2 ?,ENG ENG ESP ENG ENG ENG ENG ESP,1
675,yeah .,co .,ENG,0
676,then I don't like it either .,adv:tem pro:sub mod v pro:per adv .,ENG ENG ENG ENG ENG ENG,0
677,I don't like .,pro:sub mod co .,ENG ENG ENG,0
678,it's just I grew up with that .,pro:per adj pro:sub v adv prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
679,it's nasty .,pro:per adj .,ENG ENG,0
680,and you know .,coord pro:per v .,ENG ENG ENG,0
681,like that's what I ate .,co pro:dem pro:int pro:sub v .,ENG ENG ENG ENG ENG,0
682,that's why I like it .,pro:dem pro:int pro:sub v pro:per .,ENG ENG ENG ENG ENG,0
683,I don't like it .,pro:sub mod v pro:per .,ENG ENG ENG ENG,0
684,I like it .,pro:sub v pro:per .,ENG ENG ENG,0
685,I like it a lot .,pro:sub v pro:per det:art n .,ENG ENG ENG ENG ENG,0
686,and in fact my mom hasn't made it in tres meses .,coord prep n det:poss n aux part pro:per prep L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP,1
687,like I like wheat like the American stuff .,conj pro:sub co n prep det:art n:prop n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
688,that's not bad .,pro:dem neg adj .,ENG ENG ENG,0
689,but I still put sugar in it .,conj pro:sub adv v n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
690,that's why you like it because you can put sugar in it .,pro:dem pro:int pro:per v pro:per conj pro:per mod v n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
691,.,None,,0
692,no but mine you can eat it .,co conj pro:poss pro:per mod v pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
693,mine you can put sugar .,v pro:per mod v n .,ENG ENG ENG ENG ENG,0
694,you could spread sugar on the top or milk .,pro:per mod v n prep det:art n coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
695,no my mom puts //.,qn det:poss n v +//.,ENG ENG ENG ENG,0
696,okay look .,co co .,ENG ENG,0
697,well either both of them maizena and harina .,co adv qn prep pro:obj L2 coord L2 .,ENG ENG ENG ENG ENG ESP ENG ESP,1
698,what she does is she puts cinnamon on top .,pro:int pro:sub v cop pro:sub v n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
699,oh .,co .,ENG,0
700,oh my god that's delicious .,co det:poss co pro:rel adj .,ENG ENG ENG ENG ENG,0
701,I hate cinnamon .,pro:sub n n .,ENG ENG ENG,0
702,I love cinnamon .,pro:sub n n .,ENG ENG ENG,0
703,oh I saw the movie ...,co pro:sub v det:art n +...,ENG ENG ENG ENG ENG,0
704,that was so funny .,pro:dem cop adv adj .,ENG ENG ENG ENG,0
705,the movie ...,det:art n +...,ENG ENG,0
706,there's a mosquito right by your head .,pro:exist det:art n adv prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
707,yeah I think I feel it .,co pro:sub v pro:sub v pro:per .,ENG ENG ENG ENG ENG ENG,0
708,the movie Game_Plan .,det:art n n:prop .,ENG ENG ENG,0
709,Game_Plan ?,n:prop ?,ENG,0
710,well with that with the Rock that he has a little /.,co prep pro:dem prep det:art n:prop pro:rel pro:sub v det:art adj +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
711,oh .,co .,ENG,0
712,"and the part that he goes ""/.","coord det:art adj comp pro:sub v +""/.",ENG ENG ENG ENG ENG ENG,0
713,but I'm related to cinnamon cinnamon .,conj pro:sub part prep n n .,ENG ENG ENG ENG ENG ENG,0
714,oh yeah .,co co .,ENG ENG,0
715,did you see that when he was shooting a commercial ?,mod pro:per v comp conj pro:sub aux part det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
716,yeah the lisp .,co det:art v .,ENG ENG ENG,0
717,oh my god .,co det:poss n .,ENG ENG ENG,0
718,the what ?,det:art pro:int ?,ENG ENG,0
719,like he was talking about like almost a lisp .,conj pro:sub aux part adv v adv det:art v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
720,yeah and he is like go .,co coord pro:sub cop co v .,ENG ENG ENG ENG ENG ENG,0
721,whatever rangers .,pro:int n .,ENG ENG,0
722,I don't remember what they were .,pro:sub mod v pro:int pro:sub cop .,ENG ENG ENG ENG ENG ENG,0
723,what the team was .,pro:int det:art n cop .,ENG ENG ENG ENG,0
724,but that was so funny .,conj pro:dem cop adv adj .,ENG ENG ENG ENG ENG,0
725,I have to see that movie actually .,pro:sub v inf v comp n adv .,ENG ENG ENG ENG ENG ENG ENG,0
726,it's in Blockbusters ?,pro:per prep n:prop ?,ENG ENG ENG,0
727,yeah it's already in Blockbuster .,co pro:per adv prep n:prop .,ENG ENG ENG ENG ENG,0
728,.,None,,0
729,I have to return it .,pro:sub v inf v pro:per .,ENG ENG ENG ENG ENG,0
730,.,None,,0
731,give it to me .,v pro:per prep pro:obj .,ENG ENG ENG ENG,0
732,and I'll return it .,coord pro:sub v pro:per .,ENG ENG ENG ENG,0
733,it's in the Blockbuster on one forty seven and Coral_Way .,pro:per prep det:art n:prop prep det:num det:num det:num coord n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
734,the one by Porkys .,det:art det:num prep n:prop .,ENG ENG ENG ENG,0
735,no .,co .,ENG,0
736,oh no Coral_Way .,co co n:prop .,ENG ENG ENG,0
737,Coral_Way well Coral_Way and one forty seven by .,n:prop n n:prop coord det:num det:num det:num prep .,ENG ENG ENG ENG ENG ENG ENG ENG,0
738,by my house .,prep det:poss n .,ENG ENG ENG,0
739,.,None,,0
740,I'll tell them it's a return .,pro:sub v pro:obj pro:per det:art n .,ENG ENG ENG ENG ENG ENG,0
741,okay .,co .,ENG,0
742,.,None,,0
743,so after this we'll go and get the movie .,adv prep det:dem pro:sub v coord v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
744,but yeah .,conj co .,ENG ENG,0
745,mhm .,co .,ENG,0
746,I think I'm gonna call Emilio so that I can say hi to him .,pro:sub v pro:sub part v n:prop conj pro:rel pro:sub mod v co prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
747,see how he is doing .,v pro:int pro:sub aux part .,ENG ENG ENG ENG ENG,0
748,why ?,pro:rel ?,ENG,0
749,I don't know .,pro:sub mod v .,ENG ENG ENG,0
750,to see what he is up to .,inf v pro:int pro:sub cop adv prep .,ENG ENG ENG ENG ENG ENG ENG,0
751,no .,co .,ENG,0
752,no .,co .,ENG,0
753,mhm .,co .,ENG,0
754,don't call him .,mod v pro:obj .,ENG ENG ENG,0
755,the only reason you wanna call him is because .,det:art qn n pro:per v v pro:obj cop conj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
756,kind of .,adj prep .,ENG ENG,0
757,the that he that .,det:art pro:rel pro:sub pro:dem .,ENG ENG ENG ENG,0
758,kind of well that and then what Annie commented to me yesterday .,adj prep adv adv coord adv:tem pro:int n:prop v prep pro:obj adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
759,what Annie said .,pro:int n:prop v .,ENG ENG ENG,0
760,qué ?,pro:int ?,ENG,0
761,that Sergi had told her .,comp n:prop aux part pro:obj .,ENG ENG ENG ENG ENG,0
762,what ?,pro:int ?,ENG,0
763,what Annie told me to her .,pro:int n:prop v pro:obj prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
764,but that's just that's just like a bitch .,conj pro:dem adj pro:dem adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
765,oh that .,co pro:dem .,ENG ENG,0
766,yeah .,co .,ENG,0
767,that part is just a bitch .,det:dem n cop adv det:art n .,ENG ENG ENG ENG ENG ENG,0
768,but and then /.,conj coord adv:tem +/.,ENG ENG ENG,0
769,entonces tú le vas a decir /.,adv pro:sub pro:ind v aprep inf +/.,ENG ENG ENG ENG ENG ENG,0
770,no no .,adv adv .,ENG ENG,0
771,yo oí que esto esto esto y esto .,pro:sub v pro:rel pro:dem pro:dem pro:dem coord pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
772,and now I'm mad at you .,coord adv pro:sub adj prep pro:per .,ENG ENG ENG ENG ENG ENG,0
773,.,None,,0
774,why are you gonna present that to him ?,pro:int aux pro:per part v adv prep pro:obj ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
775,why was that ?,pro:int cop pro:dem ?,ENG ENG ENG,0
776,why are you gonna present that to him ?,pro:int aux pro:per part v adv prep pro:obj ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
777,just call him .,adj n pro:obj .,ENG ENG ENG,0
778,"and ask him ""/.","coord v pro:obj +""/.",ENG ENG ENG,0
779,what is that true ?,pro:int cop adv n ?,ENG ENG ENG ENG,0
780,don't start a fight again .,mod v det:art n adv .,ENG ENG ENG ENG ENG,0
781,why were you saying that ?,pro:rel cop pro:per part pro:dem ?,ENG ENG ENG ENG ENG,0
782,and don't let his last memories of you be fighting .,coord mod v det:poss n n prep pro:per aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
783,too late .,adv adv .,ENG ENG,0
784,.,None,,0
785,.,None,,0
786,too late it was three years of fighting .,adv adv pro:per cop det:num n prep n:gerund .,ENG ENG ENG ENG ENG ENG ENG ENG,0
787,yeah but still like ...,co conj adv conj +...,ENG ENG ENG ENG,0
788,leave it as a mature breakup that you are just like forget it forget it forget it .,v pro:per adv det:art adj n pro:rel pro:per cop adv prep v pro:per v pro:per v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
789,and that's it .,coord pro:dem pro:per .,ENG ENG ENG,0
790,nada de .,pro:indef prep .,ENG ENG,0
791,because then that's all I'm gonna remember .,conj adv:tem pro:dem pro:indef pro:sub part v .,ENG ENG ENG ENG ENG ENG ENG,0
792,oh my god my ex girlfriend .,co det:poss n co adj n .,ENG ENG ENG ENG ENG ENG,0
793,like that .,prep pro:dem .,ENG ENG,0
794,yeah that's true .,co pro:dem adj .,ENG ENG ENG,0
795,well I'll leave it at that for now then .,co pro:sub v pro:per prep pro:dem prep adv adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
796,for now until I talk to him next time .,prep adv prep pro:sub v prep pro:obj adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
797,.,None,,0
798,he called me this weekend .,pro:sub v pro:obj det:dem n .,ENG ENG ENG ENG ENG,0
799,really ?,adv ?,ENG,0
800,really .,adv .,ENG,0
801,qué quería saber ?,pro:int v inf ?,ENG ENG ENG,0
802,Friday .,n:prop .,ENG,0
803,he called me .,pro:sub v pro:obj .,ENG ENG ENG,0
804,he was home early .,pro:sub cop adv adv .,ENG ENG ENG ENG,0
805,because it was /.,conj pro:per cop +/.,ENG ENG ENG,0
806,okay did I tell you ?,co mod pro:sub v pro:per ?,ENG ENG ENG ENG ENG,0
807,okay well I was already sleeping .,co n pro:sub aux adv part .,ENG ENG ENG ENG ENG ENG,0
808,but it was like twelve thirty on Friday .,conj pro:per cop co det:num det:num prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
809,like twelve thirty .,co det:num det:num .,ENG ENG ENG,0
810,and he had sent me a text message .,coord pro:sub aux part pro:obj det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
811,but no lo vi .,conj L2 L2 L2 .,ENG ESP ESP ESP,1
812,I mean I was sleeping .,pro:sub v pro:sub aux part .,ENG ENG ENG ENG ENG,0
813,so you know it didn't wake me up .,co pro:per v pro:per mod v pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
814,and then like like yeah like ten minutes after the text message he called me .,coord adv:tem v co co co det:num n prep det:art n n pro:sub v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
815,and I picked up .,coord pro:sub v adv .,ENG ENG ENG ENG,0
816,because I just heard the phone ringing .,conj pro:sub adv v det:art n part .,ENG ENG ENG ENG ENG ENG ENG,0
817,so I didn't really notice who it was .,co pro:sub mod adv v pro:int pro:per cop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
818,and I just picked up the phone .,coord pro:sub adv v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
819,mhm .,co .,ENG,0
820,"and he said ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
821,hi .,co .,ENG,0
822,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
823,oh .,co .,ENG,0
824,I was okay .,pro:sub cop adj .,ENG ENG ENG,0
825,but I was sleepy .,conj pro:sub cop adj .,ENG ENG ENG ENG,0
826,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
827,hey .,co .,ENG,0
828,and he goes .,coord pro:sub v .,ENG ENG ENG,0
829,you were sleeping ?,pro:per aux part ?,ENG ENG ENG,0
830,you know .,pro:per v .,ENG ENG,0
831,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
832,yeah .,co .,ENG,0
833,and he goes .,coord pro:sub v .,ENG ENG ENG,0
834,"no he goes me ""/.","co pro:sub v pro:obj +""/.",ENG ENG ENG ENG,0
835,I sent you a text message to ...,pro:sub v pro:per det:art n n inf +...,ENG ENG ENG ENG ENG ENG ENG,0
836,you weren't .,pro:per cop .,ENG ENG,0
837,did you get it ?,mod pro:per v pro:per ?,ENG ENG ENG ENG,0
838,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
839,well I'm sleeping .,co pro:sub part .,ENG ENG ENG,0
840,"and he goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
841,oh I'm sorry .,co pro:sub adj .,ENG ENG ENG,0
842,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
843,that's okay .,pro:dem adj .,ENG ENG,0
844,and then he goes to me ...,coord adv:tem pro:sub v prep pro:obj +...,ENG ENG ENG ENG ENG ENG,0
845,"oh and he like he goes ""/.","co coord pro:sub co pro:sub v +""/.",ENG ENG ENG ENG ENG ENG,0
846,oh I'm sorry I'm sorry I didn't mean to wake you up .,co pro:sub adj pro:sub adj pro:sub mod adj inf v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
847,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
848,that's fine .,pro:dem adj .,ENG ENG,0
849,"and he goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
850,okay well I guess read the text message and ...,co n pro:sub v v det:art n n coord +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
851,sorry for waking you up .,adj prep n:gerund pro:per adv .,ENG ENG ENG ENG ENG,0
852,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
853,okay no problem .,co qn n .,ENG ENG ENG,0
854,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
855,okay okay .,co co .,ENG ENG,0
856,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
857,okay that's fine .,co pro:dem adj .,ENG ENG ENG,0
858,because I was like sleeping mainly I was like uhuh .,conj pro:sub cop co part adv pro:sub cop co co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
859,okay .,co .,ENG,0
860,"and he goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
861,alright well okay bye .,co co co co .,ENG ENG ENG ENG,0
862,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
863,okay bye .,co co .,ENG ENG,0
864,and the text message was just /.,coord det:art n n cop adv +/.,ENG ENG ENG ENG ENG ENG,0
865,huh how you doing ?,co pro:int pro:per part ?,ENG ENG ENG ENG,0
866,hey what's up .,co pro:int adv .,ENG ENG ENG,0
867,"yeah it was like ""/.","co pro:per cop prep +""/.",ENG ENG ENG ENG,0
868,are you awake because I can't sleep .,cop pro:per v conj pro:sub mod v .,ENG ENG ENG ENG ENG ENG ENG,0
869,and I wanna talk to you or something .,coord pro:sub v v prep pro:per coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
870,oh what a surprise .,co pro:int det:art n .,ENG ENG ENG ENG,0
871,it was early though .,pro:per cop adv adv .,ENG ENG ENG ENG,0
872,oh and then I know he was home because /.,co coord adv:tem pro:sub v pro:sub cop adv conj +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
873,because he just had the same text message .,conj pro:sub adv v det:art adj n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
874,and he just duplicates .,coord pro:sub adv n .,ENG ENG ENG ENG,0
875,and sends it to you .,coord v pro:per prep pro:per .,ENG ENG ENG ENG ENG,0
876,he just resends it .,pro:sub adv re#v pro:per .,ENG ENG ENG ENG,0
877,I can't sleep talk to me .,pro:sub mod v n prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
878,and he was home because I heard the t_v in the background .,coord pro:sub cop adv conj pro:sub v det:art n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
879,so puede ser el televisor de Patty .,adv L2 L2 L2 L2 L2 n:prop .,ENG ESP ESP ESP ESP ESP ENG,1
880,he's not gonna be talking to me in front of Patty .,pro:sub neg part aux part prep pro:obj prep n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
881,.,None,,0
882,I know .,pro:sub v .,ENG ENG,0
883,me a lo Patty estaba durmiendo .,L2 L2 L2 n:prop L2 L2 .,ESP ESP ESP ENG ESP ESP,1
884,Patty sí estaba dormida .,n:prop L2 L2 L2 .,ENG ESP ESP ESP,1
885,Patty estaba durmiéndose .,n:prop L2 L2 .,ENG ESP ESP,1
886,se despertó .,pro:refl v .,ENG ENG,0
887,creo que cuando tú estabas dormida que él se despierta y llama a Patty .,L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
888,.,None,,0
889,ahora está haciendo al revés .,adv aux ger aprep n .,ENG ENG ENG ENG ENG,0
890,oh he never called me Patty .,co pro:sub adv v pro:obj n:prop .,ENG ENG ENG ENG ENG ENG,0
891,or Patty was sleeping in his house .,coord n:prop aux part prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
892,she was sleeping .,pro:sub aux part .,ENG ENG ENG,0
893,mhm .,co .,ENG,0
894,regardless I think he was home .,adv pro:sub v pro:sub cop adv .,ENG ENG ENG ENG ENG ENG,0
895,I don't think so .,pro:sub mod v co .,ENG ENG ENG ENG,0
896,she's not gonna sleep over there but ...,pro:sub neg part v prep n conj +...,ENG ENG ENG ENG ENG ENG ENG,0
897,regardless she was home .,adv pro:sub cop adv .,ENG ENG ENG ENG,0
898,I think so .,pro:sub v co .,ENG ENG ENG,0
899,mosquitos .,n .,ENG,0
